qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
6898,957,837,209,88,19,1:33.098,\N,\N
6899,957,836,209,94,20,1:33.151,\N,\N
6900,957,831,15,12,21,1:33.544,\N,\N
6901,958,3,131,6,1,1:33.302,1:22.806,1:19.965
6902,958,1,131,44,2,1:34.210,1:24.836,1:20.108
6903,958,817,9,3,3,1:39.968,1:23.234,1:20.280
6904,958,830,9,33,4,1:40.424,1:22.660,1:20.557
6905,958,20,6,5,5,1:35.718,1:24.082,1:20.874
6906,958,832,5,55,6,1:36.115,1:24.734,1:21.131
6907,958,4,1,14,7,1:35.165,1:23.816,1:21.211
6908,958,18,1,22,8,1:37.983,1:24.456,1:21.597
6909,958,807,10,27,9,1:41.471,1:23.901,1:21.823
6910,958,822,3,77,10,1:42.758,1:24.506,1:22.182
6911,958,154,210,8,11,1:35.906,1:24.941,\N
6912,958,826,5,26,12,1:36.714,1:25.301,\N
6913,958,815,10,11,13,1:41.411,1:25.416,\N
6914,958,8,6,7,14,1:36.853,1:25.435,\N
6915,958,821,210,21,15,1:38.959,1:26.189,\N
6916,958,831,15,12,16,1:37.772,1:27.063,\N
6917,958,835,4,30,17,1:43.965,\N,\N
6918,958,13,3,19,18,1:43.999,\N,\N
6919,958,825,4,20,19,1:44.543,\N,\N
6920,958,828,15,9,20,1:46.984,\N,\N
6921,958,836,209,94,21,1:47.343,\N,\N
6922,958,837,209,88,22,1:50.189,\N,\N
6923,959,3,131,6,1,1:15.485,1:14.839,1:14.363
6924,959,1,131,44,2,1:15.243,1:14.748,1:14.470
6925,959,817,9,3,3,1:15.591,1:15.545,1:14.726
6926,959,830,9,33,4,1:15.875,1:15.124,1:14.834
6927,959,8,6,7,5,1:15.752,1:15.242,1:15.142
6928,959,20,6,5,6,1:15.927,1:15.630,1:15.315
6929,959,807,10,27,7,1:16.301,1:15.623,1:15.510
6930,959,822,3,77,8,1:15.952,1:15.490,1:15.530
6931,959,815,10,11,9,1:16.169,1:15.500,1:15.537
6932,959,13,3,19,10,1:16.503,1:15.699,1:15.615
6933,959,821,210,21,11,1:15.987,1:15.883,\N
6934,959,18,1,22,12,1:16.172,1:15.909,\N
6935,959,832,5,55,13,1:16.317,1:15.989,\N
6936,959,4,1,14,14,1:16.338,1:16.041,\N
6937,959,154,210,8,15,1:16.328,1:16.086,\N
6938,959,835,4,30,16,1:16.636,1:16.665,\N
6939,959,825,4,20,17,1:16.716,\N,\N
6940,959,836,209,94,18,1:16.717,\N,\N
6941,959,826,5,26,19,1:16.876,\N,\N
6942,959,837,209,88,20,1:16.977,\N,\N
6943,959,831,15,12,21,1:17.123,\N,\N
6944,959,828,15,9,22,1:17.238,\N,\N
6945,960,3,131,6,1,1:48.019,1:46.999,1:46.744
6946,960,830,9,33,2,1:48.407,1:47.163,1:46.893
6947,960,8,6,7,3,1:47.912,1:47.664,1:46.910
6948,960,20,6,5,4,1:47.802,1:47.944,1:47.108
6949,960,817,9,3,5,1:48.407,1:48.027,1:47.216
6950,960,815,10,11,6,1:48.106,1:47.485,1:47.407
6951,960,807,10,27,7,1:48.080,1:47.317,1:47.543
6952,960,822,3,77,8,1:48.655,1:47.918,1:47.612
6953,960,18,1,22,9,1:48.700,1:48.051,1:48.114
6954,960,13,3,19,10,1:47.738,1:47.667,1:48.263
6955,960,154,210,8,11,1:48.751,1:48.316,\N
6956,960,825,4,20,12,1:48.800,1:48.485,\N
6957,960,821,210,21,13,1:48.748,1:48.598,\N
6958,960,835,4,30,14,1:48.901,1:48.888,\N
6959,960,832,5,55,15,1:48.876,1:49.038,\N
6960,960,836,209,94,16,1:48.554,1:49.320,\N
6961,960,831,15,12,17,1:48.949,\N,\N
6962,960,839,209,31,18,1:49.050,\N,\N
6963,960,826,5,26,19,1:49.058,\N,\N
6964,960,828,15,9,20,1:49.071,\N,\N
6965,960,1,131,44,21,1:50.033,\N,\N
6966,961,1,131,44,1,1:21.854,1:21.498,1:21.135
6967,961,3,131,6,2,1:22.497,1:21.809,1:21.613
6968,961,20,6,5,3,1:23.077,1:22.275,1:21.972
6969,961,8,6,7,4,1:23.217,1:22.568,1:22.065
6970,961,822,3,77,5,1:23.264,1:22.499,1:22.388
6971,961,817,9,3,6,1:23.158,1:22.638,1:22.389
6972,961,830,9,33,7,1:23.229,1:22.857,1:22.411
6973,961,815,10,11,8,1:23.439,1:22.922,1:22.814
6974,961,807,10,27,9,1:23.259,1:22.951,1:22.836
6975,961,821,210,21,10,1:23.386,1:22.856,1:23.184
6976,961,13,3,19,11,1:23.489,1:22.967,\N
6977,961,154,210,8,12,1:23.421,1:23.092,\N
6978,961,4,1,14,13,1:23.783,1:23.273,\N
6979,961,836,209,94,14,1:23.760,1:23.315,\N
6980,961,18,1,22,15,1:23.666,1:23.399,\N
6981,961,832,5,55,16,1:23.661,1:23.496,\N
6982,961,826,5,26,17,1:23.825,\N,\N
6983,961,831,15,12,18,1:23.956,\N,\N
6984,961,828,15,9,19,1:24.087,\N,\N
6985,961,835,4,30,20,1:24.230,\N,\N
6986,961,825,4,20,21,1:24.436,\N,\N
6987,962,3,131,6,1,1:45.316,1:43.020,1:42.584
6988,962,817,9,3,2,1:44.255,1:43.933,1:43.115
6989,962,1,131,44,3,1:45.167,1:43.471,1:43.288
6990,962,830,9,33,4,1:45.036,1:44.112,1:43.328
6991,962,8,6,7,5,1:44.964,1:44.159,1:43.540
6992,962,832,5,55,6,1:45.499,1:44.493,1:44.197
6993,962,826,5,26,7,1:45.291,1:44.475,1:44.469
6994,962,807,10,27,8,1:46.081,1:44.737,1:44.479
6995,962,4,1,14,9,1:45.373,1:44.653,1:44.553
6996,962,815,10,11,10,1:45.204,1:44.703,1:44.582
6997,962,822,3,77,11,1:46.086,1:44.740,\N
6998,962,13,3,19,12,1:46.056,1:44.991,\N
6999,962,18,1,22,13,1:45.262,1:45.144,\N
7000,962,821,210,21,14,1:45.465,1:45.593,\N
7001,962,154,210,8,15,1:45.609,1:45.723,\N
7002,962,828,15,9,16,1:46.427,1:47.827,\N
7003,962,825,4,20,17,1:46.825,\N,\N
7004,962,831,15,12,18,1:46.860,\N,\N
7005,962,835,4,30,19,1:46.960,\N,\N
7006,962,836,209,94,20,1:47.667,\N,\N
7007,962,839,209,31,21,1:48.296,\N,\N
7008,962,20,6,5,22,1:49.116,\N,\N
7009,963,1,131,44,1,1:34.444,1:33.046,1:32.850
7010,963,3,131,6,2,1:34.460,1:33.609,1:33.264
7011,963,830,9,33,3,1:35.443,1:33.775,1:33.420
7012,963,817,9,3,4,1:35.079,1:33.888,1:33.467
7013,963,20,6,5,5,1:34.557,1:33.972,1:33.584
7014,963,8,6,7,6,1:34.556,1:33.903,1:33.632
7015,963,815,10,11,7,1:35.068,1:34.538,1:34.319
7016,963,807,10,27,8,1:34.827,1:34.441,1:34.489
7017,963,18,1,22,9,1:35.267,1:34.431,1:34.518
7018,963,13,3,19,10,1:35.267,1:34.422,1:34.671
7019,963,822,3,77,11,1:35.166,1:34.577,\N
7020,963,154,210,8,12,1:35.400,1:35.001,\N
7021,963,821,210,21,13,1:35.658,1:35.097,\N
7022,963,825,4,20,14,1:35.593,1:35.277,\N
7023,963,826,5,26,15,1:35.695,1:35.369,\N
7024,963,832,5,55,16,1:35.605,1:35.374,\N
7025,963,828,15,9,17,1:35.816,\N,\N
7026,963,831,15,12,18,1:35.949,\N,\N
7027,963,835,4,30,19,1:35.999,\N,\N
7028,963,839,209,31,20,1:36.451,\N,\N
7029,963,836,209,94,21,1:36.587,\N,\N
7030,963,4,1,14,22,1:37.155,\N,\N
7031,964,3,131,6,1,1:31.858,1:30.714,1:30.647
7032,964,1,131,44,2,1:32.218,1:31.129,1:30.660
7033,964,8,6,7,3,1:31.674,1:31.406,1:30.949
7034,964,20,6,5,4,1:31.659,1:31.227,1:31.028
7035,964,830,9,33,5,1:32.487,1:31.489,1:31.178
7036,964,817,9,3,6,1:32.538,1:31.719,1:31.240
7037,964,815,10,11,7,1:32.682,1:32.237,1:31.961
7038,964,154,210,8,8,1:32.458,1:32.176,1:31.961
7039,964,807,10,27,9,1:32.448,1:32.200,1:32.142
7040,964,821,210,21,10,1:32.620,1:32.155,1:32.547
7041,964,822,3,77,11,1:32.383,1:32.315,\N
7042,964,13,3,19,12,1:32.562,1:32.380,\N
7043,964,826,5,26,13,1:32.645,1:32.623,\N
7044,964,832,5,55,14,1:32.789,1:32.685,\N
7045,964,4,1,14,15,1:32.819,1:32.689,\N
7046,964,835,4,30,16,1:32.796,1:32.807,\N
7047,964,18,1,22,17,1:32.851,\N,\N
7048,964,825,4,20,18,1:33.023,\N,\N
7049,964,828,15,9,19,1:33.222,\N,\N
7050,964,831,15,12,20,1:33.332,\N,\N
7051,964,839,209,31,21,1:33.353,\N,\N
7052,964,836,209,94,22,1:33.561,\N,\N
7053,965,1,131,44,1,1:36.296,1:36.450,1:34.999
7054,965,3,131,6,2,1:36.397,1:36.351,1:35.215
7055,965,817,9,3,3,1:36.759,1:36.255,1:35.509
7056,965,830,9,33,4,1:36.613,1:36.857,1:35.747
7057,965,8,6,7,5,1:36.985,1:36.584,1:36.131
7058,965,20,6,5,6,1:37.151,1:36.462,1:36.358
7059,965,807,10,27,7,1:36.950,1:36.626,1:36.628
7060,965,822,3,77,8,1:37.456,1:37.202,1:37.116
7061,965,13,3,19,9,1:37.402,1:37.214,1:37.269
7062,965,832,5,55,10,1:37.744,1:37.175,1:37.326
7063,965,815,10,11,11,1:37.345,1:37.353,\N
7064,965,4,1,14,12,1:37.913,1:37.417,\N
7065,965,826,5,26,13,1:37.844,1:37.480,\N
7066,965,821,210,21,14,1:38.053,1:37.773,\N
7067,965,835,4,30,15,1:38.084,1:37.935,\N
7068,965,828,15,9,16,1:38.040,1:39.356,\N
7069,965,154,210,8,17,1:38.308,\N,\N
7070,965,825,4,20,18,1:38.317,\N,\N
7071,965,18,1,22,19,1:38.327,\N,\N
7072,965,836,209,94,20,1:38.548,\N,\N
7073,965,831,15,12,21,1:38.583,\N,\N
7074,965,839,209,31,22,1:38.806,\N,\N
7075,966,1,131,44,1,1:19.447,1:19.137,1:18.704
7076,966,3,131,6,2,1:19.996,1:19.761,1:18.958
7077,966,830,9,33,3,1:19.874,1:18.972,1:19.054
7078,966,817,9,3,4,1:19.713,1:19.553,1:19.133
7079,966,807,10,27,5,1:20.599,1:19.769,1:19.330
7080,966,8,6,7,6,1:19.554,1:19.936,1:19.376
7081,966,20,6,5,7,1:19.865,1:19.385,1:19.381
7082,966,822,3,77,8,1:20.338,1:19.958,1:19.551
7083,966,13,3,19,9,1:20.423,1:20.151,1:20.032
7084,966,832,5,55,10,1:20.457,1:20.169,1:20.378
7085,966,4,1,14,11,1:20.552,1:20.282,\N
7086,966,815,10,11,12,1:20.308,1:20.287,\N
7087,966,18,1,22,13,1:21.333,1:20.673,\N
7088,966,825,4,20,14,1:21.254,1:21.131,\N
7089,966,828,15,9,15,1:21.062,1:21.536,\N
7090,966,836,209,94,16,1:21.363,1:21.785,\N
7091,966,821,210,21,17,1:21.401,\N,\N
7092,966,826,5,26,18,1:21.454,\N,\N
7093,966,831,15,12,19,1:21.692,\N,\N
7094,966,839,209,31,20,1:21.881,\N,\N
7095,966,154,210,8,21,1:21.916,\N,\N
7096,967,1,131,44,1,1:11.511,1:11.238,1:10.736
7097,967,3,131,6,2,1:11.815,1:11.373,1:10.838
7098,967,8,6,7,3,1:12.100,1:12.301,1:11.404
7099,967,830,9,33,4,1:11.957,1:11.834,1:11.485
7100,967,20,6,5,5,1:12.159,1:12.010,1:11.495
7101,967,817,9,3,6,1:12.409,1:12.047,1:11.540
7102,967,154,210,8,7,1:12.893,1:12.343,1:11.937
7103,967,807,10,27,8,1:12.428,1:12.360,1:12.104
7104,967,815,10,11,9,1:12.684,1:12.331,1:12.165
7105,967,4,1,14,10,1:12.700,1:12.312,1:12.266
7106,967,822,3,77,11,1:12.680,1:12.420,\N
7107,967,821,210,21,12,1:13.052,1:12.431,\N
7108,967,13,3,19,13,1:12.432,1:12.521,\N
7109,967,826,5,26,14,1:13.071,1:12.726,\N
7110,967,832,5,55,15,1:12.950,1:12.920,\N
7111,967,835,4,30,16,1:13.259,1:13.258,\N
7112,967,18,1,22,17,1:13.276,\N,\N
7113,967,825,4,20,18,1:13.410,\N,\N
7114,967,836,209,94,19,1:13.427,\N,\N
7115,967,839,209,31,20,1:13.432,\N,\N
7116,967,828,15,9,21,1:13.623,\N,\N
7117,967,831,15,12,22,1:13.681,\N,\N
7118,968,1,131,44,1,1:39.487,1:39.382,1:38.755
7119,968,3,131,6,2,1:40.511,1:39.490,1:39.058
7120,968,817,9,3,3,1:41.002,1:40.429,1:39.589
7121,968,8,6,7,4,1:40.338,1:39.629,1:39.604
7122,968,20,6,5,5,1:40.341,1:40.034,1:39.661
7123,968,830,9,33,6,1:40.424,1:39.903,1:39.818
7124,968,807,10,27,7,1:41.000,1:40.709,1:40.501
7125,968,815,10,11,8,1:40.864,1:40.743,1:40.519
7126,968,4,1,14,9,1:41.616,1:41.044,1:41.106
7127,968,13,3,19,10,1:41.157,1:40.858,1:41.213
7128,968,822,3,77,11,1:41.192,1:41.084,\N
7129,968,18,1,22,12,1:41.158,1:41.272,\N
7130,968,821,210,21,13,1:41.639,1:41.480,\N
7131,968,154,210,8,14,1:41.467,1:41.564,\N
7132,968,835,4,30,15,1:41.775,1:41.820,\N
7133,968,836,209,94,16,1:41.886,1:41.995,\N
7134,968,826,5,26,17,1:42.003,\N,\N
7135,968,825,4,20,18,1:42.142,\N,\N
7136,968,831,15,12,19,1:42.247,\N,\N
7137,968,839,209,31,20,1:42.286,\N,\N
7138,968,832,5,55,21,1:42.393,\N,\N
7139,968,828,15,9,22,1:42.637,\N,\N
7140,969,1,131,44,1,1:24.191,1:23.251,1:22.188
7141,969,20,6,5,2,1:25.210,1:23.401,1:22.456
7142,969,822,131,77,3,1:24.514,1:23.215,1:22.481
7143,969,8,6,7,4,1:24.352,1:23.376,1:23.033
7144,969,830,9,33,5,1:24.482,1:24.092,1:23.485
7145,969,154,210,8,6,1:25.419,1:24.718,1:24.074
7146,969,13,3,19,7,1:25.099,1:24.597,1:24.443
7147,969,832,5,55,8,1:25.542,1:24.997,1:24.487
7148,969,826,5,26,9,1:25.970,1:24.864,1:24.512
7149,969,817,9,3,10,1:25.383,1:23.989,\N
7150,969,815,10,11,11,1:25.064,1:25.081,\N
7151,969,807,4,27,12,1:24.975,1:25.091,\N
7152,969,4,1,14,13,1:25.872,1:25.425,\N
7153,969,839,10,31,14,1:26.009,1:25.568,\N
7154,969,828,15,9,15,1:26.236,1:26.465,\N
7155,969,841,15,36,16,1:26.419,\N,\N
7156,969,825,210,20,17,1:26.847,\N,\N
7157,969,838,1,2,18,1:26.858,\N,\N
7158,969,840,3,18,19,1:27.143,\N,\N
7159,969,835,4,30,20,1:28.244,\N,\N
7160,970,1,131,44,1,1:33.333,1:32.406,1:31.678
7161,970,20,6,5,2,1:33.078,1:32.391,1:31.864
7162,970,822,131,77,3,1:33.684,1:32.552,1:31.865
7163,970,8,6,7,4,1:33.341,1:32.181,1:32.140
7164,970,817,9,3,5,1:34.041,1:33.546,1:33.033
7165,970,13,3,19,6,1:34.205,1:33.759,1:33.507
7166,970,807,4,27,7,1:34.453,1:33.636,1:33.580
7167,970,815,10,11,8,1:34.657,1:33.920,1:33.706
7168,970,826,5,26,9,1:34.440,1:34.034,1:33.719
7169,970,840,3,18,10,1:33.986,1:34.090,1:34.220
7170,970,832,5,55,11,1:34.567,1:34.150,\N
7171,970,825,210,20,12,1:34.942,1:34.164,\N
7172,970,4,1,14,13,1:34.499,1:34.372,\N
7173,970,828,15,9,14,1:34.892,1:35.046,\N
7174,970,841,15,36,15,1:34.963,\N,\N
7175,970,838,1,2,16,1:35.023,\N,\N
7176,970,154,210,8,17,1:35.223,\N,\N
7177,970,835,4,30,18,1:35.279,\N,\N
7178,970,830,9,33,19,1:35.433,\N,\N
7179,970,839,10,31,20,1:35.496,\N,\N
7180,971,822,131,77,1,1:31.041,1:29.555,1:28.769
7181,971,1,131,44,2,1:30.814,1:29.535,1:28.792
7182,971,20,6,5,3,1:31.037,1:29.596,1:29.247
7183,971,817,9,3,4,1:31.667,1:30.497,1:29.545
7184,971,8,6,7,5,1:30.988,1:29.843,1:29.567
7185,971,830,9,33,6,1:30.904,1:30.307,1:29.687
7186,971,807,4,27,7,1:31.057,1:30.169,1:29.842
7187,971,13,3,19,8,1:31.373,1:30.677,1:30.074
7188,971,154,210,8,9,1:31.691,1:30.857,1:30.763
7189,971,835,4,30,10,1:31.458,1:30.899,1:31.074
7190,971,826,5,26,11,1:31.531,1:30.923,\N
7191,971,840,3,18,12,1:31.748,1:31.168,\N
7192,971,836,15,94,13,1:31.995,1:31.414,\N
7193,971,839,10,31,14,1:31.774,1:31.684,\N
7194,971,4,1,14,15,1:32.054,\N,\N
7195,971,832,5,55,16,1:32.118,\N,\N
7196,971,838,1,2,17,1:32.313,\N,\N
7197,971,815,10,11,18,1:32.318,\N,\N
7198,971,828,15,9,19,1:32.543,\N,\N
7199,971,825,210,20,20,1:32.900,\N,\N
7200,972,20,6,5,1,1:34.493,1:34.038,1:33.194
7201,972,8,6,7,2,1:34.953,1:33.663,1:33.253
7202,972,822,131,77,3,1:34.041,1:33.264,1:33.289
7203,972,1,131,44,4,1:34.409,1:33.760,1:33.767
7204,972,817,9,3,5,1:35.560,1:35.483,1:34.905
7205,972,13,3,19,6,1:35.828,1:35.049,1:35.110
7206,972,830,9,33,7,1:35.301,1:35.221,1:35.161
7207,972,807,4,27,8,1:35.507,1:35.328,1:35.285
7208,972,815,10,11,9,1:36.185,1:35.513,1:35.337
7209,972,839,10,31,10,1:35.372,1:35.729,1:35.430
7210,972,832,5,55,11,1:35.827,1:35.948,\N
7211,972,840,3,18,12,1:36.279,1:35.964,\N
7212,972,826,5,26,13,1:35.984,1:35.968,\N
7213,972,825,210,20,14,1:36.408,1:36.017,\N
7214,972,4,1,14,15,1:36.353,1:36.660,\N
7215,972,835,4,30,16,1:36.462,\N,\N
7216,972,838,1,2,17,1:37.070,\N,\N
7217,972,836,15,94,18,1:37.332,\N,\N
7218,972,828,15,9,19,1:37.507,\N,\N
7219,972,154,210,8,20,1:37.620,\N,\N
7220,973,1,131,44,1,1:20.511,1:20.210,1:19.149
7221,973,20,6,5,2,1:20.939,1:20.295,1:19.200
7222,973,822,131,77,3,1:20.991,1:20.300,1:19.373
7223,973,8,6,7,4,1:20.742,1:20.621,1:19.439
7224,973,830,9,33,5,1:21.430,1:20.722,1:19.706
7225,973,817,9,3,6,1:21.704,1:20.855,1:20.175
7226,973,4,1,14,7,1:22.015,1:21.251,1:21.048
7227,973,815,10,11,8,1:21.998,1:21.239,1:21.070
7228,973,13,3,19,9,1:22.138,1:21.222,1:21.232
7229,973,839,10,31,10,1:21.901,1:21.148,1:21.272
7230,973,825,210,20,11,1:21.945,1:21.329,\N
7231,973,832,5,55,12,1:21.941,1:21.371,\N
7232,973,807,4,27,13,1:22.091,1:21.397,\N
7233,973,154,210,8,14,1:21.822,1:21.517,\N
7234,973,836,15,94,15,1:22.327,1:21.803,\N
7235,973,828,15,9,16,1:22.332,\N,\N
7236,973,835,4,30,17,1:22.401,\N,\N
7237,973,840,3,18,18,1:22.411,\N,\N
7238,973,838,1,2,19,1:22.532,\N,\N
7239,973,826,5,26,20,1:22.746,\N,\N
7240,974,8,6,7,1,1:13.117,1:12.231,1:12.178
7241,974,20,6,5,2,1:13.090,1:12.449,1:12.221
7242,974,822,131,77,3,1:13.325,1:12.901,1:12.223
7243,974,830,9,33,4,1:13.078,1:12.697,1:12.496
7244,974,817,9,3,5,1:13.219,1:13.011,1:12.998
7245,974,832,5,55,6,1:13.526,1:13.397,1:13.162
7246,974,815,10,11,7,1:13.530,1:13.430,1:13.329
7247,974,154,210,8,8,1:13.786,1:13.203,1:13.349
7248,974,18,1,22,9,1:13.723,1:13.453,1:13.613
7249,974,838,1,2,10,1:13.476,1:13.249,\N
7250,974,826,5,26,11,1:13.899,1:13.516,\N
7251,974,807,4,27,12,1:13.787,1:13.628,\N
7252,974,825,210,20,13,1:13.531,1:13.959,\N
7253,974,1,131,44,14,1:13.640,1:14.106,\N
7254,974,13,3,19,15,1:13.796,1:20.529,\N
7255,974,839,10,31,16,1:14.101,\N,\N
7256,974,835,4,30,17,1:14.696,\N,\N
7257,974,840,3,18,18,1:14.893,\N,\N
7258,974,836,15,94,19,1:15.159,\N,\N
7259,974,828,15,9,20,1:15.276,\N,\N
7260,975,1,131,44,1,1:12.692,1:12.496,1:11.459
7261,975,20,6,5,2,1:13.046,1:12.749,1:11.789
7262,975,822,131,77,3,1:12.685,1:12.563,1:12.177
7263,975,8,6,7,4,1:13.548,1:12.580,1:12.252
7264,975,830,9,33,5,1:13.177,1:12.751,1:12.403
7265,975,817,9,3,6,1:13.543,1:12.810,1:12.557
7266,975,13,3,19,7,1:13.435,1:13.012,1:12.858
7267,975,815,10,11,8,1:13.470,1:13.262,1:13.018
7268,975,839,10,31,9,1:13.520,1:13.320,1:13.135
7269,975,807,4,27,10,1:13.804,1:13.406,1:13.271
7270,975,826,5,26,11,1:13.802,1:13.690,\N
7271,975,4,1,14,12,1:13.669,1:13.693,\N
7272,975,832,5,55,13,1:14.051,1:13.756,\N
7273,975,154,210,8,14,1:13.780,1:13.839,\N
7274,975,835,4,30,15,1:13.990,1:14.293,\N
7275,975,838,1,2,16,1:14.182,\N,\N
7276,975,840,3,18,17,1:14.209,\N,\N
7277,975,825,210,20,18,1:14.318,\N,\N
7278,975,828,15,9,19,1:14.495,\N,\N
7279,975,836,15,94,20,1:14.810,\N,\N
7280,976,1,131,44,1,1:41.983,1:41.275,1:40.593
7281,976,822,131,77,2,1:43.026,1:41.502,1:41.027
7282,976,8,6,7,3,1:42.678,1:42.090,1:41.693
7283,976,20,6,5,4,1:42.952,1:41.911,1:41.841
7284,976,830,9,33,5,1:42.544,1:41.961,1:41.879
7285,976,815,10,11,6,1:43.162,1:42.467,1:42.111
7286,976,839,10,31,7,1:43.051,1:42.751,1:42.186
7287,976,840,3,18,8,1:43.613,1:42.284,1:42.753
7288,976,13,3,19,9,1:43.165,1:42.735,1:42.798
7289,976,817,9,3,10,1:42.857,1:42.215,1:43.414
7290,976,826,5,26,11,1:42.927,1:43.186,\N
7291,976,832,5,55,12,1:43.489,1:43.347,\N
7292,976,825,210,20,13,1:44.029,1:43.796,\N
7293,976,807,4,27,14,1:43.930,1:44.267,\N
7294,976,836,15,94,15,1:44.317,1:44.603,\N
7295,976,4,1,14,16,1:44.334,\N,\N
7296,976,154,210,8,17,1:44.468,\N,\N
7297,976,828,15,9,18,1:44.795,\N,\N
7298,976,838,1,2,19,1:45.030,\N,\N
7299,114,18,16,17,20,\N,\N,\N
7300,977,822,131,77,1,1:05.760,1:04.316,1:04.251
7301,977,20,6,5,2,1:05.585,1:04.772,1:04.293
7302,977,1,131,44,3,1:05.064,1:04.800,1:04.424
7303,977,8,6,7,4,1:05.148,1:05.004,1:04.779
7304,977,817,9,3,5,1:05.854,1:05.161,1:04.896
7305,977,830,9,33,6,1:05.779,1:04.948,1:04.983
7306,977,154,210,8,7,1:05.902,1:05.319,1:05.480
7307,977,815,10,11,8,1:05.975,1:05.435,1:05.605
7308,977,839,10,31,9,1:06.033,1:05.550,1:05.674
7309,977,832,5,55,10,1:05.675,1:05.544,1:05.726
7310,977,807,4,27,11,1:06.174,1:05.597,\N
7311,977,4,1,14,12,1:06.158,1:05.602,\N
7312,977,838,1,2,13,1:06.316,1:05.741,\N
7313,977,826,5,26,14,1:05.990,1:05.884,\N
7314,977,825,210,20,15,1:06.143,\N,\N
7315,977,835,4,30,16,1:06.345,\N,\N
7316,977,13,3,19,17,1:06.534,\N,\N
7317,977,840,3,18,18,1:06.608,\N,\N
7318,977,828,15,9,19,1:06.857,\N,\N
7319,977,836,15,94,20,1:07.011,\N,\N
7320,978,1,131,44,1,1:39.069,1:27.893,1:26.600
7321,978,8,6,7,2,1:40.455,1:28.992,1:27.147
7322,978,20,6,5,3,1:39.962,1:28.978,1:27.356
7323,978,822,131,77,4,1:39.698,1:28.732,1:27.376
7324,978,830,9,33,5,1:38.912,1:29.431,1:28.130
7325,978,807,4,27,6,1:39.201,1:29.340,1:28.856
7326,978,815,10,11,7,1:42.009,1:29.824,1:28.902
7327,978,839,10,31,8,1:39.738,1:29.701,1:29.074
7328,978,838,1,2,9,1:40.011,1:30.105,1:29.418
7329,978,154,210,8,10,1:42.042,1:29.966,1:29.549
7330,978,835,4,30,11,1:41.404,1:30.193,\N
7331,978,826,5,26,12,1:41.726,1:30.355,\N
7332,978,4,1,14,13,1:37.598,1:30.600,\N
7333,978,832,5,55,14,1:41.114,1:31.368,\N
7334,978,13,3,19,15,1:41.874,1:31.482,\N
7335,978,840,3,18,16,1:42.573,\N,\N
7336,978,825,210,20,17,1:42.577,\N,\N
7337,978,836,15,94,18,1:42.593,\N,\N
7338,978,828,15,9,19,1:42.633,\N,\N
7339,978,817,9,3,20,1:42.966,\N,\N
7340,979,20,6,5,1,1:17.244,1:16.802,1:16.276
7341,979,8,6,7,2,1:17.364,1:17.207,1:16.444
7342,979,822,131,77,3,1:18.058,1:17.362,1:16.530
7343,979,1,131,44,4,1:17.492,1:16.693,1:16.707
7344,979,830,9,33,5,1:17.266,1:17.028,1:16.797
7345,979,817,9,3,6,1:17.702,1:17.698,1:16.818
7346,979,807,4,27,7,1:18.137,1:17.655,1:17.468
7347,979,4,1,14,8,1:18.395,1:17.919,1:17.549
7348,979,838,1,2,9,1:18.479,1:18.000,1:17.894
7349,979,832,5,55,10,1:18.948,1:18.311,1:18.912
7350,979,835,4,30,11,1:18.699,1:18.415,\N
7351,979,839,10,31,12,1:18.843,1:18.495,\N
7352,979,826,5,26,13,1:18.702,1:18.538,\N
7353,979,815,10,11,14,1:19.095,1:18.639,\N
7354,979,154,210,8,15,1:19.085,1:18.771,\N
7355,979,825,210,20,16,1:19.095,\N,\N
7356,979,840,3,18,17,1:19.102,\N,\N
7357,979,836,15,94,18,1:19.839,\N,\N
7358,979,814,3,40,19,1:19.868,\N,\N
7359,979,828,15,9,20,1:19.972,\N,\N
7360,980,1,131,44,1,1:44.184,1:42.927,1:42.553
7361,980,20,6,5,2,1:44.275,1:43.987,1:42.795
7362,980,822,131,77,3,1:44.773,1:43.249,1:43.094
7363,980,8,6,7,4,1:44.729,1:43.700,1:43.270
7364,980,830,9,33,5,1:44.535,1:43.940,1:43.380
7365,980,817,9,3,6,1:45.114,1:44.224,1:43.863
7366,980,807,4,27,7,1:45.280,1:44.988,1:44.982
7367,980,815,10,11,8,1:45.591,1:44.894,1:45.244
7368,980,839,10,31,9,1:45.277,1:45.006,1:45.369
7369,980,835,4,30,10,1:45.447,1:44.685,\N
7370,980,4,1,14,11,1:45.668,1:45.090,\N
7371,980,154,210,8,12,1:45.728,1:45.133,\N
7372,980,825,210,20,13,1:45.535,1:45.400,\N
7373,980,832,5,55,14,1:45.374,1:45.439,\N
7374,980,838,1,2,15,1:45.441,\N,\N
7375,980,13,3,19,16,1:45.823,\N,\N
7376,980,826,5,26,17,1:46.028,\N,\N
7377,980,840,3,18,18,1:46.915,\N,\N
7378,980,828,15,9,19,1:47.214,\N,\N
7379,980,836,15,94,20,1:47.679,\N,\N
7380,981,1,131,44,1,1:36.009,1:34.660,1:35.554
7381,981,830,9,33,2,1:37.344,1:36.113,1:36.702
7382,981,817,9,3,3,1:38.304,1:37.313,1:36.841
7383,981,840,3,18,4,1:37.653,1:37.002,1:37.032
7384,981,839,10,31,5,1:38.775,1:37.580,1:37.719
